永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社
<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>
"團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,",日期：2023/12/20,日期：2023/12/20
線別,出發日,團體代碼,團名,產品名稱,同業價,直客價,總機位,保留,報名,可售,收訂,訂金,班機,進出點,狀態,員工備註
西歐,2024/01/09,FRA13CID240109A,徳國13天,徳國尊爵13天,113900,123900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,截止可報名,"【每團早鳥限前15名】90天前報名付訂，享早鳥優惠每人$7,000元60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/11,FRA12CIA240111A,雙響德瑞雙峰.阿爾卑斯美景12天(CI),雙響德瑞雙峰.阿爾卑斯美景12天~德國古堡+羅曼蒂克大道全覽,109900,119900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,截止可報名,早鳥優惠 90天前報名付訂優惠扣團費7000/人60天前報名付訂優惠扣團費5000/人 40天前報名付訂優惠扣團費3000/人 ~每團早鳥限15名-欲購從速~
西歐,2024/01/11,FRA10CIG240111A,戀戀五星德瑞10日,德國.瑞士.戀戀少女峰.極速傳說.10日-.最美景觀黃金列車.國王湖遊船，賓士博物館.獨享超跑世界+五星飯店,108900,118900,28,5,0,23,0,20000,CI061/CI062,FRA/FRA,截止可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/12,LON09CIE240112A,夢幻英倫雙大學城巨石陣9天,夢幻英倫~雙大學城.巨石陣.溫莎古堡.哈利波特影城.深遊倫敦OUTLET9日,88900,96900,20,0,0,20,0,20000,CI081/CI082,LON/LON,可報名,"【每團早鳥限前15名貴賓】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/14,FRA12CII240114A,德瑞法12天,優選德國.瑞士.法國~浪漫新天鵝堡.絕美少女峰.經典羅浮宮.香檳酒廠.情訂巴黎香頌12天,116900,126900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,早鳥優惠90天前報名付訂優惠扣團費7000/人60天前報名付訂優惠扣團費5000/人40天前報名付訂優惠扣團費3000/人~每團早鳥限15名-欲購從速~
西歐,2024/01/15,MIL10BRS240115A,好「士」成雙. 瑞士.眺望三大名峰美景10天(BR),好「士」成雙. 瑞士.眺望三大名峰美景10天(BR),98800,107800,20,0,0,20,0,20000,BR095/BR096,MXP/MXP,截止可報名,早鳥優惠 60天前報名付訂優惠扣團費5000/人 40天前報名付訂優惠扣團費3000/人 ~每團早鳥限15名-欲購從速~
西歐,2024/01/16,FRA13CID240116A,徳國13天,徳國尊爵13天,113900,123900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】90天前報名付訂，享早鳥優惠每人$7,000元60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/17,MUC10BRG240117A,搶GO徳瑞精選雙跑雙B.絕美雙湖區.阿爾卑斯雙峰10天,搶GO徳國.瑞士.精選雙跑雙B. 絕美雙湖區.阿爾卑斯雙峰10天,88900,96900,20,20,0,0,0,20000,BR071/BR072,MUC/MUC,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/17,FRA12CIA240117A,雙響德瑞雙峰.阿爾卑斯美景12天(CI),雙響德瑞雙峰.阿爾卑斯美景12天~德國古堡+羅曼蒂克大道全覽,109900,119900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,早鳥優惠 90天前報名付訂優惠扣團費7000/人60天前報名付訂優惠扣團費5000/人 40天前報名付訂優惠扣團費3000/人 ~每團早鳥限15名-欲購從速~
西歐,2024/01/17,MUC10BRD240117A,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,德國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,83900,90900,20,0,0,20,0,20000,BR071/BR072,MUC/MUC,截止可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/17,FRA10CID240117A,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,徳國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,89900,97900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,截止可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/18,AMS10CIB240118A,印象荷比德10日,印象荷比德~梵谷森林美術館.童話大道.夢幻鐵道樂園.ICE高鐵.優選四大遊船.八大風味美饌10日,77900,84900,28,3,0,25,0,20000,CI073/CI074,AMS/AMS,可報名, </p>
西歐,2024/01/18,AMS08CIN240118A,荷蘭、比利時 秀水風情 八天,荷蘭、比利時 秀水風情 八天,63900,69900,20,0,20,0,0,,CI073/CI074,AMS/AMS,可報名,
西歐,2024/01/18,AMS10CIN240118B,搶Go荷比法~羅浮宮.庫勒美術館.三大遊船.特選10日,搶Go荷比法~羅浮宮.庫勒美術館.海尼根啤酒廠.雙饗百年餐廳.三大遊船.OUTLET 特選10日,79900,84900,28,7,0,21,0,20000,CI073/CI074,AMS/AMS,可報名,
西歐,2024/01/19,LON09CIE240119A,夢幻英倫雙大學城巨石陣9天,夢幻英倫~雙大學城.巨石陣.溫莎古堡.哈利波特影城.深遊倫敦OUTLET9日,88900,96900,20,0,0,20,0,20000,CI081/CI082,LON/LON,可報名,"【每團早鳥限前15名貴賓】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/19,FRA10CIG240119A,戀戀五星德瑞10日,德國.瑞士.戀戀少女峰.極速傳說.10日-.最美景觀黃金列車.國王湖遊船，賓士博物館.獨享超跑世界+五星飯店,108900,118900,28,28,0,0,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/19,FRA10CID240119A,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,徳國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,89900,97900,28,28,0,0,0,20000,CI061/CI062,FRA/FRA,截止可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/21,AMS10CIB240121A,印象荷比德10日,印象荷比德~梵谷森林美術館.童話大道.夢幻鐵道樂園.ICE高鐵.優選四大遊船.八大風味美饌10日,90900,99900,27,1,0,26,0,20000,CI073/CI074,AMS/AMS,可報名,"&lt;PUSH&gt;【每團早鳥限15名】60天前報名付訂,享早鳥優惠每人$5000元40天前報名付訂,享早鳥優惠每人$3000元</p>"
西歐,2024/01/21,AMS12CIN240121A,荷比盧法精華12日,優選荷比盧法.北海漁村+巴黎深度五天四夜遊+雙博物館.三大遊船－精華12日,79900,86900,20,0,0,20,0,20000,CI073/CI074,AMS/AMS,可報名,巴黎折扣季2024年1月10日-2月6日</p>
西歐,2024/01/21,AMS10CIN240121B,搶Go荷比法~羅浮宮.庫勒美術館.三大遊船.特選10日,搶Go荷比法~羅浮宮.庫勒美術館.海尼根啤酒廠.雙饗百年餐廳.三大遊船.OUTLET 特選10日,81900,89900,27,7,0,20,0,20000,CI073/CI074,AMS/AMS,可報名,
西歐,2024/01/21,FRA12CII240121A,德瑞法12天,優選德國.瑞士.法國~浪漫新天鵝堡.絕美少女峰.經典羅浮宮.香檳酒廠.情訂巴黎香頌12天,116900,126900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,早鳥優惠90天前報名付訂優惠扣團費7000/人60天前報名付訂優惠扣團費5000/人40天前報名付訂優惠扣團費3000/人~每團早鳥限15名-欲購從速~
西歐,2024/01/22,MIL10BRS240122A,好「士」成雙. 瑞士.眺望三大名峰美景10天(BR),好「士」成雙. 瑞士.眺望三大名峰美景10天(BR),98800,107800,20,0,0,20,0,20000,BR095/BR096,MXP/MXP,可報名,早鳥優惠 60天前報名付訂優惠扣團費5000/人 40天前報名付訂優惠扣團費3000/人 ~每團早鳥限15名-欲購從速~
西歐,2024/01/22,MUC10BRG240122A,搶GO徳瑞精選雙跑雙B.絕美雙湖區.阿爾卑斯雙峰10天,搶GO徳國.瑞士.精選雙跑雙B. 絕美雙湖區.阿爾卑斯雙峰10天,88900,96900,20,20,0,0,0,20000,BR071/BR072,MUC/MUC,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/22,LON09CIE240122A,夢幻英倫雙大學城巨石陣9天,夢幻英倫~雙大學城.巨石陣.溫莎古堡.哈利波特影城.深遊倫敦OUTLET9日,81900,89900,28,3,0,25,0,20000,CI081/CI082,LON/LON,可報名, </p>
西歐,2024/01/22,LON13CIU240122A,臻愛英蘇愛13天,臻愛英蘇愛～彼得兔下午茶.巨人堤道.巨石陣.鐵達尼號紀念館.哈利波特食堂.雙城堡.雙酒廠.旗艦全覽13天,132900,142900,20,0,0,20,0,20000,CI081/CI082,LON/LON,可報名,"【每團早鳥限前15名】90天前報名付訂，享早鳥優惠每人$7,000元60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/22,MUC10BRD240122A,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,德國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,83900,90900,20,0,0,20,0,20000,BR071/BR072,MUC/MUC,截止可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/23,FRA13CID240123A,徳國13天,徳國尊爵13天,113900,123900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】90天前報名付訂，享早鳥優惠每人$7,000元60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/24,FRA09CXT240124T,松愛TKT,松愛TKT,0,0,16,0,16,0,16,,/,,可報名,
西歐,2024/01/25,FRA10CIG240125S,搶GO徳瑞精選雙跑雙B.絕美雙湖區.阿爾卑斯雙峰10天,搶GO德國.瑞士.精選雙跑雙B. 絕美雙湖區.阿爾卑斯雙峰10天,77900,84900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名, </p>
西歐,2024/01/25,FRA12CIA240125A,雙響德瑞雙峰.阿爾卑斯美景12天(CI),雙響德瑞雙峰.阿爾卑斯美景12天~德國古堡+羅曼蒂克大道全覽,109900,119900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,早鳥優惠 90天前報名付訂優惠扣團費7000/人60天前報名付訂優惠扣團費5000/人 40天前報名付訂優惠扣團費3000/人 ~每團早鳥限15名-欲購從速~
西歐,2024/01/25,FRA10CIG240125A,戀戀五星德瑞10日,德國.瑞士.戀戀少女峰.極速傳說.10日-.最美景觀黃金列車.國王湖遊船，賓士博物館.獨享超跑世界+五星飯店,108900,118900,28,0,0,28,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/25,FRA10CID240125A,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,徳國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,89900,97900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/26,AMS10CIB240126A,印象荷比德10日,印象荷比德~梵谷森林美術館.童話大道.夢幻鐵道樂園.ICE高鐵.優選四大遊船.八大風味美饌10日,90900,99900,28,7,0,21,0,20000,CI073/CI074,AMS/AMS,可報名,"&lt;PUSH&gt;【每團早鳥限15名】60天前報名付訂,享早鳥優惠每人$5000元40天前報名付訂,享早鳥優惠每人$3000元</p>"
西歐,2024/01/26,AMS12CIN240126A,荷比盧法精華12日,優選荷比盧法.北海漁村+巴黎深度五天四夜遊+雙博物館.三大遊船－精華12日,93900,103900,20,0,0,20,0,20000,CI073/CI074,AMS/AMS,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/26,AMS10CIN240126B,搶Go荷比法~羅浮宮.庫勒美術館.三大遊船.特選10日,搶Go荷比法~羅浮宮.庫勒美術館.海尼根啤酒廠.雙饗百年餐廳.三大遊船.OUTLET 特選10日,81900,89900,28,3,0,25,0,20000,CI073/CI074,AMS/AMS,可報名,
西歐,2024/01/26,LON09CIE240126A,夢幻英倫雙大學城巨石陣9天,夢幻英倫~雙大學城.巨石陣.溫莎古堡.哈利波特影城.深遊倫敦OUTLET9日,88900,96900,20,0,0,20,0,20000,CI081/CI082,LON/LON,可報名,"【每團早鳥限前15名貴賓】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/28,FRA12CII240128A,德瑞法12天,優選德國.瑞士.法國~浪漫新天鵝堡.絕美少女峰.經典羅浮宮.香檳酒廠.情訂巴黎香頌12天,116900,126900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,早鳥優惠90天前報名付訂優惠扣團費7000/人60天前報名付訂優惠扣團費5000/人40天前報名付訂優惠扣團費3000/人~每團早鳥限15名-欲購從速~
西歐,2024/01/29,FRA12CIA240129A,雙響德瑞雙峰.阿爾卑斯美景12天(CI),雙響德瑞雙峰.阿爾卑斯美景12天~德國古堡+羅曼蒂克大道全覽,109900,119900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,早鳥優惠 90天前報名付訂優惠扣團費7000/人60天前報名付訂優惠扣團費5000/人 40天前報名付訂優惠扣團費3000/人 ~每團早鳥限15名-欲購從速~
西歐,2024/01/30,FRA13CID240130A,徳國13天,徳國尊爵13天,113900,123900,20,0,4,16,4,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】90天前報名付訂，享早鳥優惠每人$7,000元60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/31,FRA10CIG240131A,戀戀五星德瑞10日,德國.瑞士.戀戀少女峰.極速傳說.10日-.最美景觀黃金列車.國王湖遊船，賓士博物館.獨享超跑世界+五星飯店,110900,120900,28,1,0,27,0,,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/01/31,FRA10CID240131A,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,徳國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,74900,81900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/02,FRA10CIG240202S,搶GO徳瑞精選雙跑雙B.絕美雙湖區.阿爾卑斯雙峰10天,搶GO德國.瑞士.精選雙跑雙B. 絕美雙湖區.阿爾卑斯雙峰10天,88900,93900,28,5,0,23,0,20000,CI061/CI062,FRA/FRA,可報名, </p>
西歐,2024/02/02,FRA10CIG240202A,戀戀五星德瑞10日,德國.瑞士.戀戀少女峰.極速傳說.10日-.最美景觀黃金列車.國王湖遊船，賓士博物館.獨享超跑世界+五星飯店,110900,120900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/02,FRA13CID240202A,徳國13天,德國尊爵13天,135888,145888,20,20,0,0,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】90天前報名付訂，享早鳥優惠每人$7,000元60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/03,FRA12CXA240203A,雙響德瑞雙峰.阿爾卑斯美景12天(CI),雙響德瑞雙峰.阿爾卑斯美景12天~德國古堡+羅曼蒂克大道全覽,109900,119900,32,3,4,25,0,20000,CX451/CX450,FRA/FRA,可報名,早鳥優惠 90天前報名付訂優惠扣團費7000/人60天前報名付訂優惠扣團費5000/人 40天前報名付訂優惠扣團費3000/人 ~每團早鳥限15名-欲購從速~
西歐,2024/02/04,AMS10CIB240204A,印象荷比德10日,印象荷比德~梵谷森林美術館.童話大道.夢幻鐵道樂園.ICE高鐵.優選四大遊船.八大風味美饌10日,99900,108900,28,1,0,27,0,20000,CI073/CI074,AMS/AMS,可報名,"【每團早鳥限15名】60天前報名付訂,享早鳥優惠每人$5000元40天前報名付訂,享早鳥優惠每人$3000元</p>"
西歐,2024/02/04,AMS10CIN240204B,搶Go荷比法~羅浮宮.庫勒美術館.三大遊船.特選10日,搶Go荷比法~羅浮宮.庫勒美術館.海尼根啤酒廠.雙饗百年餐廳.三大遊船.OUTLET 特選10日,86900,94900,28,9,0,19,0,20000,CI073/CI074,AMS/AMS,可報名,
西歐,2024/02/06,FRA10CIG240206S,搶GO徳瑞精選雙跑雙B.絕美雙湖區.阿爾卑斯雙峰10天,搶GO德國.瑞士.精選雙跑雙B. 絕美雙湖區.阿爾卑斯雙峰10天,93900,99900,28,5,0,23,0,20000,CI061/CI062,FRA/FRA,可報名, </p>
西歐,2024/02/06,FRA10CIG240206A,戀戀五星德瑞10日,德國.瑞士.戀戀少女峰.極速傳說.10日-.最美景觀黃金列車.國王湖遊船，賓士博物館.獨享超跑世界+五星飯店,115900,125900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/06,FRA10CID240206A,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,徳國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,96900,105900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/09,AMS10CIB240209A,印象荷比德10日,印象荷比德~梵谷森林美術館.童話大道.夢幻鐵道樂園.ICE高鐵.優選四大遊船.八大風味美饌10日,106900,116900,27,3,0,24,0,20000,CI073/CI074,AMS/AMS,可報名,"【每團早鳥限15名】60天前報名付訂,享早鳥優惠每人$5000元40天前報名付訂,享早鳥優惠每人$3000元</p>"
西歐,2024/02/09,AMS10CIN240209B,搶Go荷比法~羅浮宮.庫勒美術館.三大遊船.特選10日,搶Go荷比法~羅浮宮.庫勒美術館.海尼根啤酒廠.雙饗百年餐廳.三大遊船.OUTLET 特選10日,91900,99900,27,11,0,16,0,20000,CI073/CI074,AMS/AMS,可報名,
西歐,2024/02/09,FRA10CIG240209A,戀戀五星德瑞10日,德國.瑞士.戀戀少女峰.極速傳說.10日-.最美景觀黃金列車.國王湖遊船，賓士博物館.獨享超跑世界+五星飯店,139888,149888,20,20,0,0,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】90天前報名付訂，享早鳥優惠每人$7,000元60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/11,FRA10CIG240211S,搶GO徳瑞精選雙跑雙B.絕美雙湖區.阿爾卑斯雙峰10天,搶GO德國.瑞士.精選雙跑雙B. 絕美雙湖區.阿爾卑斯雙峰10天,93900,99900,28,5,0,23,0,20000,CI061/CI062,FRA/FRA,截止可報名, </p>
西歐,2024/02/11,FRA10CIG240211A,戀戀五星德瑞10日,德國.瑞士.戀戀少女峰.極速傳說.10日-.最美景觀黃金列車.國王湖遊船，賓士博物館.獨享超跑世界+五星飯店,115900,125900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/11,FRA10CID240211A,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,徳國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,96900,105900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/13,FRA10CIG240213B,戀戀五星德瑞10日,德國.瑞士.戀戀少女峰.極速傳說.10日-.最美景觀黃金列車.國王湖遊船，賓士博物館.獨享超跑世界+五星飯店,115900,125900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/13,FRA10CID240213B,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,德國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,96900,105900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/13,FRA13CID240213A,徳國13天,徳國尊爵13天,119900,129900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】90天前報名付訂，享早鳥優惠每人$7,000元60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/14,MUC10BRG240214A,搶GO徳瑞精選雙跑雙B.絕美雙湖區.阿爾卑斯雙峰10天,搶GO徳國.瑞士.精選雙跑雙B. 絕美雙湖區.阿爾卑斯雙峰10天,88900,96900,20,20,0,0,0,20000,BR071/BR072,MUC/MUC,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/14,MUC10BRD240214A,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,德國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,85900,93900,20,0,0,20,0,20000,BR071/BR072,MUC/MUC,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/16,LON09CIE240216A,夢幻英倫雙大學城巨石陣9天,夢幻英倫~雙大學城.巨石陣.溫莎古堡.哈利波特影城.深遊倫敦OUTLET9日,81900,89900,28,5,0,23,0,20000,CI081/CI082,LON/LON,可報名, </p>
西歐,2024/02/17,LON13CIU240217A,臻愛英蘇愛13天,臻愛英蘇愛～彼得兔下午茶.巨人堤道.巨石陣.鐵達尼號紀念館.哈利波特食堂.雙城堡.雙酒廠.旗艦全覽13天,137900,147900,20,0,0,20,0,20000,CI081/CI082,LON/LON,可報名,"【每團早鳥限前15名】90天前報名付訂，享早鳥優惠每人$7,000元60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/18,FRA12CII240218A,德瑞法12天,優選德國.瑞士.法國~浪漫新天鵝堡.絕美少女峰.經典羅浮宮.香檳酒廠.情訂巴黎香頌12天,119900,129900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,早鳥優惠90天前報名付訂優惠扣團費7000/人60天前報名付訂優惠扣團費5000/人40天前報名付訂優惠扣團費3000/人~每團早鳥限15名-欲購從速~
西歐,2024/02/19,MIL10BRS240219A,好「士」成雙. 瑞士.眺望三大名峰美景10天(BR),好「士」成雙. 瑞士.眺望三大名峰美景10天(BR),98800,107800,20,0,0,20,0,20000,BR095/BR096,MXP/MXP,可報名,早鳥優惠 60天前報名付訂優惠扣團費5000/人 40天前報名付訂優惠扣團費3000/人 ~每團早鳥限15名-欲購從速~
西歐,2024/02/19,FRA10CIG240219S,搶GO徳瑞精選雙跑雙B.絕美雙湖區.阿爾卑斯雙峰10天,搶GO德國.瑞士.精選雙跑雙B. 絕美雙湖區.阿爾卑斯雙峰10天,84900,92900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名, </p>
西歐,2024/02/19,MUC10BRG240219A,搶GO徳瑞精選雙跑雙B.絕美雙湖區.阿爾卑斯雙峰10天,搶GO徳國.瑞士.精選雙跑雙B. 絕美雙湖區.阿爾卑斯雙峰10天,88900,96900,20,20,0,0,0,20000,BR071/BR072,MUC/MUC,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/19,LON09CIE240219A,夢幻英倫雙大學城巨石陣9天,夢幻英倫~雙大學城.巨石陣.溫莎古堡.哈利波特影城.深遊倫敦OUTLET9日,88900,96900,28,28,0,0,0,20000,CI081/CI082,LON/LON,可報名,"【每團早鳥限前15名貴賓】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
